sender_name,sender_status,sender_university,h_index,academic_age,paper_domain,institution_continent,matching_continent,replied,is_positive_reply
Karl Muller,Class project,San Diego State University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,29.0,13.0,Life Sciences,South Asia,No Match,1,1
Karl Muller,Class project,San Diego State University,2.0,5.0,Physical Sciences,West Asia,No Match,1,1
Karl Muller,Class project,New York University,6.0,13.0,Physical Sciences,South Asia,No Match,1,1
Karl Muller,Journal Article,San Diego State University,78.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,17.0,11.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,6.0,4.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,8.0,13.0,Health Sciences,Central America,No Match,1,1
Karl Muller,Journal Article,New York University,11.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,14.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,51.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,61.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,7.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,11.0,10.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,5.0,8.0,Physical Sciences,Northern America,No Match,1,1
Karl Muller,Class project,Louisiana State University,3.0,9.0,Social Sciences,South Asia,No Match,1,0
Karl Muller,Class project,New York University,1.0,8.0,Social Sciences,Northern America,No Match,1,1
Karl Muller,Class project,Louisiana State University,31.0,13.0,Physical Sciences,Northern America,No Match,1,1
Karl Muller,Journal Article,New York University,18.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,69.0,13.0,Physical Sciences,Northern America,No Match,0,0
Karl Muller,Class project,San Diego State University,6.0,7.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,72.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,85.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,17.0,13.0,Social Sciences,Northern America,No Match,0,0
Karl Muller,Class project,New York University,59.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,26.0,13.0,Life Sciences,Northern America,No Match,0,0
Karl Muller,Class project,Louisiana State University,35.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,55.0,13.0,Health Sciences,Western Europe,Match German,0,0
Karl Muller,Class project,San Diego State University,13.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,11.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,14.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,20.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,55.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,5.0,12.0,Social Sciences,Northern America,No Match,0,0
Karl Muller,Class project,Louisiana State University,29.0,13.0,Physical Sciences,Southern Europe,No Match,0,0
Karl Muller,Class project,New York University,15.0,13.0,Physical Sciences,Western Europe,Match German,0,0
Karl Muller,Class project,New York University,21.0,13.0,Health Sciences,Western Europe,Match German,1,0
Karl Muller,Class project,San Diego State University,6.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,32.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,116.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,17.0,13.0,Physical Sciences,West Africa,No Match,1,1
Karl Muller,Class project,San Diego State University,68.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,3.0,4.0,Social Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,13.0,11.0,Social Sciences,Northern America,No Match,1,1
Karl Muller,Journal Article,Louisiana State University,13.0,13.0,Health Sciences,Northern America,No Match,1,0
Karl Muller,Class project,New York University,21.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,9.0,13.0,Health Sciences,West Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,12.0,13.0,Physical Sciences,Southeast Asia,No Match,1,1
Karl Muller,Class project,New York University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,19.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,39.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,59.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,22.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,7.0,6.0,Health Sciences,West Asia,No Match,1,1
Karl Muller,Journal Article,New York University,29.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,31.0,11.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,18.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,32.0,13.0,Social Sciences,East Asia,No Match,1,1
Karl Muller,Journal Article,Louisiana State University,47.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,29.0,11.0,Physical Sciences,West Asia,No Match,1,1
Karl Muller,Class project,New York University,33.0,13.0,Health Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,35.0,13.0,Physical Sciences,West Asia,No Match,0,0
Karl Muller,Class project,New York University,59.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,12.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,44.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,37.0,13.0,Social Sciences,Southern Cone,No Match,0,0
Karl Muller,Class project,New York University,2.0,3.0,Physical Sciences,South Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,3.0,9.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,1.0,3.0,Physical Sciences,Northern America,No Match,0,0
Karl Muller,Class project,New York University,3.0,9.0,Health Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,New York University,1.0,2.0,Social Sciences,East Asia,No Match,1,1
Karl Muller,Journal Article,Louisiana State University,14.0,10.0,Health Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,11.0,13.0,Social Sciences,Northern America,No Match,1,1
Karl Muller,Journal Article,New York University,49.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,79.0,13.0,Social Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,11.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,39.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,5.0,13.0,Social Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,New York University,29.0,13.0,Life Sciences,Southern Europe,No Match,1,1
Karl Muller,Journal Article,San Diego State University,1.0,3.0,Physical Sciences,East Asia,No Match,1,1
Karl Muller,Journal Article,San Diego State University,13.0,13.0,Physical Sciences,,No Match,0,0
Karl Muller,Journal Article,San Diego State University,10.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,54.0,13.0,Physical Sciences,South Asia,No Match,1,1
Karl Muller,Journal Article,Louisiana State University,50.0,13.0,Social Sciences,Australia and New Zealand,No Match,0,0
Karl Muller,Class project,San Diego State University,97.0,13.0,Life Sciences,Northern America,No Match,0,0
Karl Muller,Class project,San Diego State University,67.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,17.0,12.0,Health Sciences,Northern America,No Match,0,0
Karl Muller,Class project,Louisiana State University,47.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,3.0,6.0,Physical Sciences,South Asia,No Match,1,1
Karl Muller,Journal Article,San Diego State University,22.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,44.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,24.0,13.0,Health Sciences,East Asia,No Match,1,0
Karl Muller,Class project,Louisiana State University,54.0,13.0,Physical Sciences,Northern America,No Match,0,0
Karl Muller,Class project,Louisiana State University,18.0,13.0,Life Sciences,Northern America,No Match,1,1
Karl Muller,Journal Article,San Diego State University,19.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,8.0,12.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,11.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,31.0,13.0,Physical Sciences,Australia and New Zealand,No Match,1,1
Karl Muller,Journal Article,New York University,8.0,9.0,Social Sciences,West Asia,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,23.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,31.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,5.0,6.0,Social Sciences,East Asia,No Match,1,1
Karl Muller,Class project,San Diego State University,16.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,26.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,5.0,13.0,Health Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,11.0,13.0,Social Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,21.0,13.0,Physical Sciences,Northern America,No Match,1,1
Karl Muller,Class project,New York University,5.0,13.0,Social Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,62.0,13.0,Physical Sciences,East Asia,No Match,1,1
Karl Muller,Class project,Louisiana State University,10.0,8.0,Health Sciences,Southern Europe,No Match,0,0
Karl Muller,Journal Article,New York University,47.0,13.0,Life Sciences,Northern America,No Match,0,0
Karl Muller,Class project,New York University,1.0,8.0,Health Sciences,Australia and New Zealand,No Match,0,0
Karl Muller,Class project,San Diego State University,20.0,13.0,Social Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,15.0,13.0,Health Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,21.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,10.0,11.0,Physical Sciences,Eastern Europe,No Match,1,1
Karl Muller,Class project,New York University,2.0,5.0,Social Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,24.0,13.0,Physical Sciences,Guianas,No Match,1,1
Karl Muller,Class project,Louisiana State University,17.0,13.0,Social Sciences,West Africa,No Match,0,0
Karl Muller,Journal Article,San Diego State University,27.0,13.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,18.0,12.0,Life Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,7.0,12.0,Physical Sciences,Southern Cone,No Match,1,1
Karl Muller,Journal Article,San Diego State University,9.0,13.0,Physical Sciences,Southern Cone,No Match,0,0
Karl Muller,Class project,New York University,39.0,13.0,Social Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,San Diego State University,4.0,4.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,Louisiana State University,48.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,New York University,28.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,50.0,13.0,Health Sciences,East Asia,No Match,1,1
Karl Muller,Journal Article,San Diego State University,13.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,19.0,13.0,Life Sciences,South Asia,No Match,0,0
Karl Muller,Class project,San Diego State University,20.0,13.0,Physical Sciences,South Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,4.0,10.0,Physical Sciences,Australia and New Zealand,No Match,0,0
Karl Muller,Class project,Louisiana State University,26.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Journal Article,San Diego State University,56.0,13.0,Health Sciences,Northern America,No Match,0,0
Karl Muller,Journal Article,Louisiana State University,28.0,13.0,Physical Sciences,South Asia,No Match,1,0
Karl Muller,Journal Article,New York University,24.0,13.0,Social Sciences,,No Match,0,0
Karl Muller,Class project,Louisiana State University,46.0,13.0,Physical Sciences,East Asia,No Match,0,0
Karl Muller,Class project,New York University,28.0,13.0,Life Sciences,West Asia,No Match,0,0
Karl Muller,Journal Article,New York University,43.0,13.0,Physical Sciences,East Asia,No Match,0,0
