Venue,Status,Sender,h_index,academic_age,paper_domain,matching_country,replied,positive_reply
Scientific Reports,Unopened,pakistani_lums,45.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,78.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,16.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Unopened,german,,,,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,36.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,31.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,13.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,10.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,24.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,47.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,43.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,12.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,13.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,7.0,7.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,8.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,51.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,14.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,18.0,13.0,Life Sciences,Match Asian,0,0.0
Scientific Reports,Unopened,pakistani_nyu,7.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,10.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,22.0,13.0,Life Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_nyu,36.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,34.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,34.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,14.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,20.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_nyu,14.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,37.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,22.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Nature Communications,Unopened,german,61.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,german,49.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,26.0,13.0,Life Sciences,No Match,1,0.0
Scientific Reports,Opened,german,48.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,19.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,german,26.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,1,0.0
Nature Communications,Opened,german,36.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_lums,54.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,37.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,33.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,38.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,34.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Opened,nigerian,7.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,46.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,35.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,13.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,18.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,9.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,1.0,1.0,Health Sciences,No Match,1,1.0
Scientific Reports,Unopened,nigerian,19.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,16.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,11.0,13.0,Social Sciences,No Match,1,0.0
Scientific Reports,Opened,pakistani_nyu,13.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,34.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,32.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,,,,No Match,1,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,10.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,20.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,18.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,25.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,7.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,27.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,14.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,23.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,4.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,german,14.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,11.0,12.0,Life Sciences,No Match,1,1.0
PNAS,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,15.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,1,1.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,nigerian,53.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,3.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,12.0,9.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,29.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,50.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,2.0,5.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,36.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,4.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,29.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,9.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,24.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,12.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,2.0,2.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,6.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,18.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,11.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,8.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,12.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,67.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,10.0,11.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,26.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,40.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,39.0,13.0,Life Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,11.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,28.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,9.0,11.0,Physical Sciences,Match German,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,28.0,13.0,Physical Sciences,No Match,0,1.0
Scientific Reports,Unopened,pakistani_nyu,24.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,19.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,7.0,3.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,7.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,25.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,18.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,22.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,28.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,nigerian,5.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,12.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,german,4.0,11.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,27.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,42.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,7.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,38.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,114.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,german,19.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,31.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,german,12.0,9.0,Life Sciences,Match German,0,0.0
Scientific Reports,Unopened,nigerian,12.0,3.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,34.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,2.0,8.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,27.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,139.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,77.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,43.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,43.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,1.0,1.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,11.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Unopened,pakistani_nyu,50.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,21.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,102.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,20.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,10.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,13.0,11.0,Health Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,30.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,44.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,27.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Physical Sciences,Match German,0,0.0
Scientific Reports,Unopened,german,26.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,4.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,21.0,13.0,Physical Sciences,Match Asian,0,0.0
Scientific Reports,Opened,nigerian,,,,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,21.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,17.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,8.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,2.0,8.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,7.0,13.0,Physical Sciences,Match Asian,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,13.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Opened,nigerian,22.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,6.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,15.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,1.0
Scientific Reports,Opened,pakistani_nyu,43.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,12.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,16.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,15.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,20.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,25.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,37.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,2.0,8.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,47.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,1.0,9.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,8.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,15.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,2.0,12.0,Life Sciences,Match Asian,0,0.0
Scientific Reports,Unopened,nigerian,1.0,2.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,37.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,57.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Unopened,german,48.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,18.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,37.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,17.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,10.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,2.0,2.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,42.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,2.0,11.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,12.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Unopened,german,41.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,,,,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,38.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,27.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,6.0,7.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,24.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,german,47.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,17.0,12.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,50.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,109.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,28.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,31.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,44.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,10.0,11.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,1.0,1.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,71.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,21.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,64.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,7.0,5.0,Life Sciences,Match Nigerian,0,0.0
Scientific Reports,Unopened,pakistani_nyu,18.0,11.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,46.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,13.0,13.0,Physical Sciences,No Match,1,0.0
