sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,21.0,15.0
James Whitfield,England,England,High,journal article,0,Life Sciences,44.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,42.0,32.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,43.0,27.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,51.0,36.0
James Whitfield,England,England,High,final course project,0,Health Sciences,30.0,31.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,29.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,15.0,14.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,74.0,39.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,27.0,23.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,28.0,30.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,78.0,34.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,62.0,21.0
Kabelo Molefe,South Africa,England,Low,final course project,1,Life Sciences,43.0,21.0
James Whitfield,England,England,High,journal article,0,Life Sciences,42.0,48.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,42.0,24.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,33.0,22.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,111.0,31.0
James Whitfield,England,South Africa,High,final course project,1,Physical Sciences,36.0,40.0
James Whitfield,England,England,High,final course project,0,Health Sciences,36.0,49.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,34.0,20.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,59.0,38.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,29.0,
James Whitfield,England,England,High,journal article,0,Health Sciences,35.0,32.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,38.0,24.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,21.0,21.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,44.0,44.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,61.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,200.0,32.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,87.0,46.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,54.0,39.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,15.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,34.0,45.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,38.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,115.0,27.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,17.0,15.0
James Whitfield,England,England,Low,final course project,1,Physical Sciences,25.0,20.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,28.0,27.0
James Whitfield,England,England,High,final course project,0,Health Sciences,45.0,28.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,11.0,16.0
James Whitfield,England,South Africa,Low,final course project,0,Social Sciences,9.0,11.0
James Whitfield,England,England,High,journal article,0,Health Sciences,68.0,36.0
James Whitfield,England,England,Low,journal article,1,Physical Sciences,183.0,34.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,47.0,20.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,118.0,36.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,123.0,41.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,49.0,28.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,48.0,28.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,168.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,53.0,20.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,10.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,35.0,31.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,59.0,23.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,14.0,13.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Physical Sciences,39.0,38.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,28.0,20.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,,
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,30.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,17.0,14.0
Kabelo Molefe,South Africa,England,High,final course project,1,Health Sciences,66.0,33.0
James Whitfield,England,England,High,final course project,0,Social Sciences,16.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,7.0,5.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,36.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,41.0,35.0
James Whitfield,England,England,High,journal article,0,Life Sciences,10.0,12.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,94.0,24.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,10.0,27.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,70.0,31.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,58.0,44.0
James Whitfield,England,England,High,final course project,0,Life Sciences,40.0,45.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,40.0,26.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,68.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,1,,36.0,18.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,5.0,11.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,1,,70.0,34.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,19.0,15.0
James Whitfield,England,England,High,final course project,0,Life Sciences,23.0,19.0
Kabelo Molefe,South Africa,England,Low,final course project,1,Life Sciences,46.0,38.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,42.0,27.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,33.0,38.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,36.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,37.0,45.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,58.0,20.0
James Whitfield,England,England,High,journal article,0,Life Sciences,45.0,19.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,11.0,11.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,68.0,24.0
James Whitfield,England,England,High,journal article,1,Health Sciences,43.0,50.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,42.0,25.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,30.0,20.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,29.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,40.0,35.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,79.0,
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,53.0,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,80.0,37.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,8.0,16.0
James Whitfield,England,England,High,journal article,1,Physical Sciences,35.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,34.0,20.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,17.0,26.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,92.0,35.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,35.0,30.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,34.0,30.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,19.0,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,41.0,26.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,110.0,27.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,47.0,31.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,65.0,37.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,10.0,26.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,48.0,35.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Health Sciences,111.0,
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,49.0,20.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,13.0,11.0
James Whitfield,England,England,High,journal article,1,Health Sciences,279.0,46.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,159.0,
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,56.0,44.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,68.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,43.0,45.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,32.0,11.0
James Whitfield,England,England,High,journal article,0,Life Sciences,17.0,26.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,4.0,10.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,53.0,38.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,33.0,34.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,22.0,17.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,,33.0,28.0
Kabelo Molefe,South Africa,England,High,journal article,0,,,
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,71.0,36.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,29.0,43.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,37.0,22.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,12.0,9.0
James Whitfield,England,England,High,final course project,0,Health Sciences,27.0,20.0
Kabelo Molefe,South Africa,England,High,final course project,1,Physical Sciences,20.0,29.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,31.0,
James Whitfield,England,England,Low,final course project,0,Physical Sciences,63.0,33.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,13.0,26.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,73.0,44.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,42.0,30.0
James Whitfield,England,England,Low,journal article,1,,,
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,30.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,14.0,20.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,63.0,39.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,41.0,31.0
James Whitfield,England,South Africa,High,journal article,1,Life Sciences,87.0,38.0
James Whitfield,England,South Africa,High,journal article,1,Life Sciences,27.0,20.0
James Whitfield,England,South Africa,Low,final course project,0,,,
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,75.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,38.0,31.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,17.0,14.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,119.0,35.0
James Whitfield,England,South Africa,High,final course project,0,Social Sciences,19.0,13.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,49.0,23.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,24.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,64.0,18.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,27.0,22.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,97.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,58.0,37.0
James Whitfield,England,England,High,journal article,1,Life Sciences,18.0,16.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,68.0,24.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,26.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,9.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,84.0,40.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Physical Sciences,30.0,25.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,73.0,28.0
James Whitfield,England,England,High,final course project,0,Life Sciences,52.0,29.0
